orderno;custno;name;city;regioncode;mgr;salesrep;prodno;proddesc;catcode;dat;dayName;dayInWeek;dayInMonth;dayInYear;weekNo;monthName;monthNo;quarter;year;quantity;lineTotal
1118;12;Rademakers;Eindhoven;REHV;Klaas;Harrie;410;Soja Vanillevla Biologisch;bio;2012-10-09 00:00:00.000;Tue;3;9;283;41;Oct;10;Q4;2012;19;399.00
1119;13;Heiden, van der;Helmond;RHMD;Gerda;Harrie;404;Volle Yoghurt;zuv;2012-10-11 00:00:00.000;Thu;5;11;285;41;Oct;10;Q4;2012;6;69.00
1120;17;Jansen;Helmond;RHMD;Gerda;Bertha;401;Kaviaar;lux;2012-10-12 00:00:00.000;Fri;6;12;286;41;Oct;10;Q4;2012;8;172.00
1121;18;Bocht;Laarbeek;RHMD;Gerda;Bertha;401;Kaviaar;lux;2012-10-15 00:00:00.000;Mon;2;15;289;42;Oct;10;Q4;2012;23;494.50
1122;13;Heiden, van der;Helmond;RHMD;Gerda;Klaas;407;Zwezerik;lux;2012-10-17 00:00:00.000;Wed;4;17;291;42;Oct;10;Q4;2012;10;129.50
1123;13;Heiden, van der;Helmond;RHMD;Gerda;Gerda;401;Kaviaar;lux;2012-10-18 00:00:00.000;Thu;5;18;292;42;Oct;10;Q4;2012;13;279.50
1123;13;Heiden, van der;Helmond;RHMD;Gerda;Gerda;409;Vruchtenyoghurt Mango;zuv;2012-10-18 00:00:00.000;Thu;5;18;292;42;Oct;10;Q4;2012;10;162.50
1124;11;Jansen;Eindhoven;REHV;Klaas;Klaas;409;Vruchtenyoghurt Mango;zuv;2012-10-21 00:00:00.000;Sun;1;21;295;43;Oct;10;Q4;2012;23;373.75
1126;14;Kraymans;Erp;GVGH;Karel;Gerda;406;Sojamelk Naturel Biologisch;bio;2012-10-23 00:00:00.000;Tue;3;23;297;43;Oct;10;Q4;2012;23;172.50
1127;11;Jansen;Eindhoven;REHV;Klaas;Bertha;402;Ganzenlever;lux;2012-10-23 00:00:00.000;Tue;3;23;297;43;Oct;10;Q4;2012;19;740.05
1125;17;Jansen;Helmond;RHMD;Gerda;Klaas;405;Magere Kwark;zuv;2012-10-23 00:00:00.000;Tue;3;23;297;43;Oct;10;Q4;2012;23;205.85
1128;12;Rademakers;Eindhoven;REHV;Klaas;Gerda;410;Soja Vanillevla Biologisch;bio;2012-10-27 00:00:00.000;Sat;7;27;301;43;Oct;10;Q4;2012;23;483.00
1129;20;Bakermans;Waalre;REHV;Klaas;Bertha;405;Magere Kwark;zuv;2012-10-31 00:00:00.000;Wed;4;31;305;44;Oct;10;Q4;2012;10;89.50
1130;18;Bocht;Laarbeek;RHMD;Gerda;Harrie;405;Magere Kwark;zuv;2012-11-01 00:00:00.000;Thu;5;1;306;44;Nov;11;Q4;2012;15;134.25
1130;18;Bocht;Laarbeek;RHMD;Gerda;Harrie;408;Soja Chocolademelk Biologisch;bio;2012-11-01 00:00:00.000;Thu;5;1;306;44;Nov;11;Q4;2012;15;243.75
1130;18;Bocht;Laarbeek;RHMD;Gerda;Harrie;409;Vruchtenyoghurt Mango;zuv;2012-11-01 00:00:00.000;Thu;5;1;306;44;Nov;11;Q4;2012;5;81.25
1130;18;Bocht;Laarbeek;RHMD;Gerda;Harrie;410;Soja Vanillevla Biologisch;bio;2012-11-01 00:00:00.000;Thu;5;1;306;44;Nov;11;Q4;2012;2;42.00
1131;12;Rademakers;Eindhoven;REHV;Klaas;Herman;409;Vruchtenyoghurt Mango;zuv;2012-11-02 00:00:00.000;Fri;6;2;307;44;Nov;11;Q4;2012;5;81.25
1133;19;Zuur;Veghel;GVGH;Karel;Karel;404;Volle Yoghurt;zuv;2012-11-08 00:00:00.000;Thu;5;8;313;45;Nov;11;Q4;2012;15;172.50
1132;20;Bakermans;Waalre;REHV;Klaas;Herman;411;Sojamelk Gezoet Biologisch;bio;2012-11-08 00:00:00.000;Thu;5;8;313;45;Nov;11;Q4;2012;22;438.90
1134;17;Jansen;Helmond;RHMD;Gerda;Klaas;409;Vruchtenyoghurt Mango;zuv;2012-11-10 00:00:00.000;Sat;7;10;315;45;Nov;11;Q4;2012;6;97.50
1135;20;Bakermans;Waalre;REHV;Klaas;Karel;404;Volle Yoghurt;zuv;2012-11-11 00:00:00.000;Sun;1;11;316;46;Nov;11;Q4;2012;23;264.50
1136;13;Heiden, van der;Helmond;RHMD;Gerda;Herman;407;Zwezerik;lux;2012-11-13 00:00:00.000;Tue;3;13;318;46;Nov;11;Q4;2012;5;64.75
1137;16;Velzenmaker;Eindhoven;REHV;Klaas;Klaas;402;Ganzenlever;lux;2012-11-14 00:00:00.000;Wed;4;14;319;46;Nov;11;Q4;2012;6;233.70
1139;19;Zuur;Veghel;GVGH;Karel;Gerda;410;Soja Vanillevla Biologisch;bio;2012-11-17 00:00:00.000;Sat;7;17;322;46;Nov;11;Q4;2012;22;462.00
1138;13;Heiden, van der;Helmond;RHMD;Gerda;Karel;403;Vruchtenyoghurt Aardbei;zuv;2012-11-17 00:00:00.000;Sat;7;17;322;46;Nov;11;Q4;2012;2;32.50
1138;13;Heiden, van der;Helmond;RHMD;Gerda;Karel;410;Soja Vanillevla Biologisch;bio;2012-11-17 00:00:00.000;Sat;7;17;322;46;Nov;11;Q4;2012;12;252.00
1141;14;Kraymans;Erp;GVGH;Karel;Herman;403;Vruchtenyoghurt Aardbei;zuv;2012-11-19 00:00:00.000;Mon;2;19;324;47;Nov;11;Q4;2012;21;341.25
1140;13;Heiden, van der;Helmond;RHMD;Gerda;Karel;405;Magere Kwark;zuv;2012-11-19 00:00:00.000;Mon;2;19;324;47;Nov;11;Q4;2012;19;170.05
1143;15;Boer, de;Veghel;GVGH;Karel;Karel;407;Zwezerik;lux;2012-11-24 00:00:00.000;Sat;7;24;329;47;Nov;11;Q4;2012;12;155.40
1142;11;Jansen;Eindhoven;REHV;Klaas;Klaas;403;Vruchtenyoghurt Aardbei;zuv;2012-11-24 00:00:00.000;Sat;7;24;329;47;Nov;11;Q4;2012;6;97.50
1144;15;Boer, de;Veghel;GVGH;Karel;Klaas;406;Sojamelk Naturel Biologisch;bio;2012-11-27 00:00:00.000;Tue;3;27;332;48;Nov;11;Q4;2012;10;75.00
1145;14;Kraymans;Erp;GVGH;Karel;Klaas;405;Magere Kwark;zuv;2012-11-28 00:00:00.000;Wed;4;28;333;48;Nov;11;Q4;2012;13;116.35
1146;14;Kraymans;Erp;GVGH;Karel;Bertha;402;Ganzenlever;lux;2012-11-30 00:00:00.000;Fri;6;30;335;48;Nov;11;Q4;2012;8;311.60
1146;14;Kraymans;Erp;GVGH;Karel;Bertha;403;Vruchtenyoghurt Aardbei;zuv;2012-11-30 00:00:00.000;Fri;6;30;335;48;Nov;11;Q4;2012;14;227.50
1146;14;Kraymans;Erp;GVGH;Karel;Bertha;406;Sojamelk Naturel Biologisch;bio;2012-11-30 00:00:00.000;Fri;6;30;335;48;Nov;11;Q4;2012;15;112.50
1147;13;Heiden, van der;Helmond;RHMD;Gerda;Bertha;409;Vruchtenyoghurt Mango;zuv;2012-12-03 00:00:00.000;Mon;2;3;338;49;Dec;12;Q4;2012;8;130.00
1148;19;Zuur;Veghel;GVGH;Karel;Herman;405;Magere Kwark;zuv;2012-12-04 00:00:00.000;Tue;3;4;339;49;Dec;12;Q4;2012;2;17.90
1150;14;Kraymans;Erp;GVGH;Karel;Karel;403;Vruchtenyoghurt Aardbei;zuv;2012-12-08 00:00:00.000;Sat;7;8;343;49;Dec;12;Q4;2012;6;97.50
1149;18;Bocht;Laarbeek;RHMD;Gerda;Karel;409;Vruchtenyoghurt Mango;zuv;2012-12-08 00:00:00.000;Sat;7;8;343;49;Dec;12;Q4;2012;7;113.75
1151;19;Zuur;Veghel;GVGH;Karel;Harrie;402;Ganzenlever;lux;2012-12-09 00:00:00.000;Sun;1;9;344;50;Dec;12;Q4;2012;12;467.40
1152;11;Jansen;Eindhoven;REHV;Klaas;Gerda;404;Volle Yoghurt;zuv;2012-12-15 00:00:00.000;Sat;7;15;350;50;Dec;12;Q4;2012;6;69.00
1153;18;Bocht;Laarbeek;RHMD;Gerda;Karel;407;Zwezerik;lux;2012-12-15 00:00:00.000;Sat;7;15;350;50;Dec;12;Q4;2012;19;246.05
1154;13;Heiden, van der;Helmond;RHMD;Gerda;Karel;407;Zwezerik;lux;2012-12-15 00:00:00.000;Sat;7;15;350;50;Dec;12;Q4;2012;17;220.15
1155;14;Kraymans;Erp;GVGH;Karel;Karel;406;Sojamelk Naturel Biologisch;bio;2012-12-17 00:00:00.000;Mon;2;17;352;51;Dec;12;Q4;2012;7;52.50
1156;18;Bocht;Laarbeek;RHMD;Gerda;Karel;405;Magere Kwark;zuv;2012-12-17 00:00:00.000;Mon;2;17;352;51;Dec;12;Q4;2012;21;187.95
1157;15;Boer, de;Veghel;GVGH;Karel;Herman;402;Ganzenlever;lux;2012-12-18 00:00:00.000;Tue;3;18;353;51;Dec;12;Q4;2012;13;506.35
1158;15;Boer, de;Veghel;GVGH;Karel;Gerda;411;Sojamelk Gezoet Biologisch;bio;2012-12-19 00:00:00.000;Wed;4;19;354;51;Dec;12;Q4;2012;7;139.65
1159;17;Jansen;Helmond;RHMD;Gerda;Karel;405;Magere Kwark;zuv;2012-12-20 00:00:00.000;Thu;5;20;355;51;Dec;12;Q4;2012;5;44.75
1160;14;Kraymans;Erp;GVGH;Karel;Bertha;410;Soja Vanillevla Biologisch;bio;2012-12-23 00:00:00.000;Sun;1;23;358;52;Dec;12;Q4;2012;5;105.00
1161;19;Zuur;Veghel;GVGH;Karel;Gerda;404;Volle Yoghurt;zuv;2012-12-25 00:00:00.000;Tue;3;25;360;52;Dec;12;Q4;2012;18;207.00
1162;16;Velzenmaker;Eindhoven;REHV;Klaas;Harrie;401;Kaviaar;lux;2012-12-31 00:00:00.000;Mon;2;31;366;53;Dec;12;Q4;2012;17;365.50
1163;12;Rademakers;Eindhoven;REHV;Klaas;Herman;411;Sojamelk Gezoet Biologisch;bio;2013-01-03 00:00:00.000;Thu;5;3;3;1;Jan;1;Q1;2013;23;458.85
1164;20;Bakermans;Waalre;REHV;Klaas;Harrie;411;Sojamelk Gezoet Biologisch;bio;2013-01-04 00:00:00.000;Fri;6;4;4;1;Jan;1;Q1;2013;21;418.95
1165;11;Jansen;Eindhoven;REHV;Klaas;Herman;408;Soja Chocolademelk Biologisch;bio;2013-01-04 00:00:00.000;Fri;6;4;4;1;Jan;1;Q1;2013;18;305.10
1166;19;Zuur;Veghel;GVGH;Karel;Herman;401;Kaviaar;lux;2013-01-06 00:00:00.000;Sun;1;6;6;2;Jan;1;Q1;2013;15;322.50
1167;16;Velzenmaker;Eindhoven;REHV;Klaas;Harrie;410;Soja Vanillevla Biologisch;bio;2013-01-08 00:00:00.000;Tue;3;8;8;2;Jan;1;Q1;2013;18;378.00
1168;13;Heiden, van der;Helmond;RHMD;Gerda;Bertha;406;Sojamelk Naturel Biologisch;bio;2013-01-12 00:00:00.000;Sat;7;12;12;2;Jan;1;Q1;2013;5;37.50
1169;14;Kraymans;Erp;GVGH;Karel;Klaas;411;Sojamelk Gezoet Biologisch;bio;2013-01-17 00:00:00.000;Thu;5;17;17;3;Jan;1;Q1;2013;2;39.90
1170;19;Zuur;Veghel;GVGH;Karel;Klaas;404;Volle Yoghurt;zuv;2013-01-20 00:00:00.000;Sun;1;20;20;4;Jan;1;Q1;2013;17;195.50
1171;15;Boer, de;Veghel;GVGH;Karel;Bertha;404;Volle Yoghurt;zuv;2013-01-20 00:00:00.000;Sun;1;20;20;4;Jan;1;Q1;2013;18;207.00
1173;14;Kraymans;Erp;GVGH;Karel;Karel;406;Sojamelk Naturel Biologisch;bio;2013-01-21 00:00:00.000;Mon;2;21;21;4;Jan;1;Q1;2013;11;82.50
1172;17;Jansen;Helmond;RHMD;Gerda;Harrie;402;Ganzenlever;lux;2013-01-21 00:00:00.000;Mon;2;21;21;4;Jan;1;Q1;2013;15;599.25
1174;12;Rademakers;Eindhoven;REHV;Klaas;Bertha;406;Sojamelk Naturel Biologisch;bio;2013-01-22 00:00:00.000;Tue;3;22;22;4;Jan;1;Q1;2013;12;90.00
1175;14;Kraymans;Erp;GVGH;Karel;Herman;406;Sojamelk Naturel Biologisch;bio;2013-01-28 00:00:00.000;Mon;2;28;28;5;Jan;1;Q1;2013;18;135.00
1176;15;Boer, de;Veghel;GVGH;Karel;Karel;405;Magere Kwark;zuv;2013-01-28 00:00:00.000;Mon;2;28;28;5;Jan;1;Q1;2013;20;179.00
1177;12;Rademakers;Eindhoven;REHV;Klaas;Harrie;405;Magere Kwark;zuv;2013-02-02 00:00:00.000;Sat;7;2;33;5;Feb;2;Q1;2013;24;214.80
1177;12;Rademakers;Eindhoven;REHV;Klaas;Harrie;408;Soja Chocolademelk Biologisch;bio;2013-02-02 00:00:00.000;Sat;7;2;33;5;Feb;2;Q1;2013;9;152.55
1177;12;Rademakers;Eindhoven;REHV;Klaas;Harrie;410;Soja Vanillevla Biologisch;bio;2013-02-02 00:00:00.000;Sat;7;2;33;5;Feb;2;Q1;2013;7;147.00
1177;12;Rademakers;Eindhoven;REHV;Klaas;Harrie;411;Sojamelk Gezoet Biologisch;bio;2013-02-02 00:00:00.000;Sat;7;2;33;5;Feb;2;Q1;2013;16;319.20
1178;11;Jansen;Eindhoven;REHV;Klaas;Gerda;405;Magere Kwark;zuv;2013-02-04 00:00:00.000;Mon;2;4;35;6;Feb;2;Q1;2013;7;62.65
1179;12;Rademakers;Eindhoven;REHV;Klaas;Gerda;401;Kaviaar;lux;2013-02-07 00:00:00.000;Thu;5;7;38;6;Feb;2;Q1;2013;7;150.50
1180;14;Kraymans;Erp;GVGH;Karel;Karel;408;Soja Chocolademelk Biologisch;bio;2013-02-09 00:00:00.000;Sat;7;9;40;6;Feb;2;Q1;2013;16;271.20
1181;18;Bocht;Laarbeek;RHMD;Gerda;Klaas;402;Ganzenlever;lux;2013-02-14 00:00:00.000;Thu;5;14;45;7;Feb;2;Q1;2013;14;559.30
1181;18;Bocht;Laarbeek;RHMD;Gerda;Klaas;411;Sojamelk Gezoet Biologisch;bio;2013-02-14 00:00:00.000;Thu;5;14;45;7;Feb;2;Q1;2013;10;199.50
1182;14;Kraymans;Erp;GVGH;Karel;Herman;408;Soja Chocolademelk Biologisch;bio;2013-02-23 00:00:00.000;Sat;7;23;54;8;Feb;2;Q1;2013;5;84.75
1183;14;Kraymans;Erp;GVGH;Karel;Herman;407;Zwezerik;lux;2013-02-24 00:00:00.000;Sun;1;24;55;9;Feb;2;Q1;2013;2;25.90
1184;11;Jansen;Eindhoven;REHV;Klaas;Harrie;410;Soja Vanillevla Biologisch;bio;2013-02-24 00:00:00.000;Sun;1;24;55;9;Feb;2;Q1;2013;14;294.00
1185;18;Bocht;Laarbeek;RHMD;Gerda;Karel;403;Vruchtenyoghurt Aardbei;zuv;2013-02-25 00:00:00.000;Mon;2;25;56;9;Feb;2;Q1;2013;15;243.75
1186;20;Bakermans;Waalre;REHV;Klaas;Gerda;408;Soja Chocolademelk Biologisch;bio;2013-02-27 00:00:00.000;Wed;4;27;58;9;Feb;2;Q1;2013;15;254.25
1187;11;Jansen;Eindhoven;REHV;Klaas;Klaas;410;Soja Vanillevla Biologisch;bio;2013-03-19 00:00:00.000;Tue;3;19;78;12;Mar;3;Q1;2013;7;147.00
1187;11;Jansen;Eindhoven;REHV;Klaas;Klaas;410;Soja Vanillevla Biologisch;bio;2013-03-19 00:00:00.000;Tue;3;19;78;12;Mar;3;Q1;2013;7;157.50
1188;16;Velzenmaker;Eindhoven;REHV;Klaas;Bertha;405;Magere Kwark;zuv;2013-03-20 00:00:00.000;Wed;4;20;79;12;Mar;3;Q1;2013;7;62.65
1189;13;Heiden, van der;Helmond;RHMD;Gerda;Herman;404;Volle Yoghurt;zuv;2013-03-24 00:00:00.000;Sun;1;24;83;13;Mar;3;Q1;2013;18;207.00
1190;15;Boer, de;Veghel;GVGH;Karel;Herman;408;Soja Chocolademelk Biologisch;bio;2013-03-28 00:00:00.000;Thu;5;28;87;13;Mar;3;Q1;2013;6;101.70
1192;12;Rademakers;Eindhoven;REHV;Klaas;Herman;401;Kaviaar;lux;2013-03-29 00:00:00.000;Fri;6;29;88;13;Mar;3;Q1;2013;9;193.50
1191;13;Heiden, van der;Helmond;RHMD;Gerda;Gerda;409;Vruchtenyoghurt Mango;zuv;2013-03-29 00:00:00.000;Fri;6;29;88;13;Mar;3;Q1;2013;12;195.00
1193;15;Boer, de;Veghel;GVGH;Karel;Bertha;401;Kaviaar;lux;2013-03-31 00:00:00.000;Sun;1;31;90;14;Mar;3;Q1;2013;23;494.50
1194;11;Jansen;Eindhoven;REHV;Klaas;Bertha;404;Volle Yoghurt;zuv;2013-04-01 00:00:00.000;Mon;2;1;91;14;Apr;4;Q2;2013;20;230.00
1195;13;Heiden, van der;Helmond;RHMD;Gerda;Karel;406;Sojamelk Naturel Biologisch;bio;2013-04-02 00:00:00.000;Tue;3;2;92;14;Apr;4;Q2;2013;21;173.25
1196;13;Heiden, van der;Helmond;RHMD;Gerda;Karel;402;Ganzenlever;lux;2013-04-17 00:00:00.000;Wed;4;17;107;16;Apr;4;Q2;2013;11;439.45
1198;14;Kraymans;Erp;GVGH;Karel;Herman;401;Kaviaar;lux;2013-04-18 00:00:00.000;Thu;5;18;108;16;Apr;4;Q2;2013;8;172.00
1198;14;Kraymans;Erp;GVGH;Karel;Herman;404;Volle Yoghurt;zuv;2013-04-18 00:00:00.000;Thu;5;18;108;16;Apr;4;Q2;2013;13;149.50
1198;14;Kraymans;Erp;GVGH;Karel;Herman;406;Sojamelk Naturel Biologisch;bio;2013-04-18 00:00:00.000;Thu;5;18;108;16;Apr;4;Q2;2013;13;107.25
1198;14;Kraymans;Erp;GVGH;Karel;Herman;407;Zwezerik;lux;2013-04-18 00:00:00.000;Thu;5;18;108;16;Apr;4;Q2;2013;13;168.35
1198;14;Kraymans;Erp;GVGH;Karel;Herman;408;Soja Chocolademelk Biologisch;bio;2013-04-18 00:00:00.000;Thu;5;18;108;16;Apr;4;Q2;2013;12;203.40
1197;16;Velzenmaker;Eindhoven;REHV;Klaas;Harrie;402;Ganzenlever;lux;2013-04-18 00:00:00.000;Thu;5;18;108;16;Apr;4;Q2;2013;5;199.75
1199;17;Jansen;Helmond;RHMD;Gerda;Herman;402;Ganzenlever;lux;2013-04-19 00:00:00.000;Fri;6;19;109;16;Apr;4;Q2;2013;17;679.15
1200;19;Zuur;Veghel;GVGH;Karel;Harrie;410;Soja Vanillevla Biologisch;bio;2013-04-22 00:00:00.000;Mon;2;22;112;17;Apr;4;Q2;2013;8;180.00
1201;12;Rademakers;Eindhoven;REHV;Klaas;Gerda;405;Magere Kwark;zuv;2013-04-23 00:00:00.000;Tue;3;23;113;17;Apr;4;Q2;2013;20;179.00
1201;12;Rademakers;Eindhoven;REHV;Klaas;Gerda;411;Sojamelk Gezoet Biologisch;bio;2013-04-23 00:00:00.000;Tue;3;23;113;17;Apr;4;Q2;2013;15;299.25
1202;20;Bakermans;Waalre;REHV;Klaas;Bertha;402;Ganzenlever;lux;2013-04-27 00:00:00.000;Sat;7;27;117;17;Apr;4;Q2;2013;9;359.55
1203;14;Kraymans;Erp;GVGH;Karel;Harrie;410;Soja Vanillevla Biologisch;bio;2013-04-28 00:00:00.000;Sun;1;28;118;18;Apr;4;Q2;2013;19;427.50
1204;13;Heiden, van der;Helmond;RHMD;Gerda;Gerda;405;Magere Kwark;zuv;2013-05-04 00:00:00.000;Sat;7;4;124;18;May;5;Q2;2013;23;205.85
1205;20;Bakermans;Waalre;REHV;Klaas;Herman;402;Ganzenlever;lux;2013-05-05 00:00:00.000;Sun;1;5;125;19;May;5;Q2;2013;21;838.95
1206;19;Zuur;Veghel;GVGH;Karel;Bertha;407;Zwezerik;lux;2013-05-06 00:00:00.000;Mon;2;6;126;19;May;5;Q2;2013;9;116.55
1207;19;Zuur;Veghel;GVGH;Karel;Bertha;402;Ganzenlever;lux;2013-05-14 00:00:00.000;Tue;3;14;134;20;May;5;Q2;2013;22;878.90
1208;16;Velzenmaker;Eindhoven;REHV;Klaas;Klaas;409;Vruchtenyoghurt Mango;zuv;2013-05-15 00:00:00.000;Wed;4;15;135;20;May;5;Q2;2013;14;227.50
1209;19;Zuur;Veghel;GVGH;Karel;Harrie;406;Sojamelk Naturel Biologisch;bio;2013-05-19 00:00:00.000;Sun;1;19;139;21;May;5;Q2;2013;28;231.00
1210;19;Zuur;Veghel;GVGH;Karel;Karel;408;Soja Chocolademelk Biologisch;bio;2013-05-21 00:00:00.000;Tue;3;21;141;21;May;5;Q2;2013;9;152.55
1211;19;Zuur;Veghel;GVGH;Karel;Bertha;411;Sojamelk Gezoet Biologisch;bio;2013-05-23 00:00:00.000;Thu;5;23;143;21;May;5;Q2;2013;8;159.60
1212;14;Kraymans;Erp;GVGH;Karel;Klaas;406;Sojamelk Naturel Biologisch;bio;2013-05-30 00:00:00.000;Thu;5;30;150;22;May;5;Q2;2013;8;66.00
1213;12;Rademakers;Eindhoven;REHV;Klaas;Karel;404;Volle Yoghurt;zuv;2013-05-31 00:00:00.000;Fri;6;31;151;22;May;5;Q2;2013;19;218.50
1214;13;Heiden, van der;Helmond;RHMD;Gerda;Karel;410;Soja Vanillevla Biologisch;bio;2013-06-01 00:00:00.000;Sat;7;1;152;22;Jun;6;Q2;2013;21;472.50
1215;11;Jansen;Eindhoven;REHV;Klaas;Harrie;406;Sojamelk Naturel Biologisch;bio;2013-06-06 00:00:00.000;Thu;5;6;157;23;Jun;6;Q2;2013;10;82.50
1216;17;Jansen;Helmond;RHMD;Gerda;Gerda;407;Zwezerik;lux;2013-06-07 00:00:00.000;Fri;6;7;158;23;Jun;6;Q2;2013;7;90.65
1217;15;Boer, de;Veghel;GVGH;Karel;Herman;410;Soja Vanillevla Biologisch;bio;2013-06-12 00:00:00.000;Wed;4;12;163;24;Jun;6;Q2;2013;18;405.00
1219;19;Zuur;Veghel;GVGH;Karel;Harrie;407;Zwezerik;lux;2013-06-16 00:00:00.000;Sun;1;16;167;25;Jun;6;Q2;2013;24;310.80
1218;12;Rademakers;Eindhoven;REHV;Klaas;Karel;407;Zwezerik;lux;2013-06-16 00:00:00.000;Sun;1;16;167;25;Jun;6;Q2;2013;24;310.80
1220;16;Velzenmaker;Eindhoven;REHV;Klaas;Herman;407;Zwezerik;lux;2013-06-21 00:00:00.000;Fri;6;21;172;25;Jun;6;Q2;2013;21;271.95
1221;14;Kraymans;Erp;GVGH;Karel;Karel;411;Sojamelk Gezoet Biologisch;bio;2013-06-22 00:00:00.000;Sat;7;22;173;25;Jun;6;Q2;2013;10;199.50
1222;13;Heiden, van der;Helmond;RHMD;Gerda;Harrie;403;Vruchtenyoghurt Aardbei;zuv;2013-06-23 00:00:00.000;Sun;1;23;174;26;Jun;6;Q2;2013;5;81.25
1223;19;Zuur;Veghel;GVGH;Karel;Gerda;401;Kaviaar;lux;2013-06-25 00:00:00.000;Tue;3;25;176;26;Jun;6;Q2;2013;18;387.00
1224;13;Heiden, van der;Helmond;RHMD;Gerda;Harrie;401;Kaviaar;lux;2013-06-25 00:00:00.000;Tue;3;25;176;26;Jun;6;Q2;2013;24;516.00
1226;12;Rademakers;Eindhoven;REHV;Klaas;Harrie;407;Zwezerik;lux;2013-06-26 00:00:00.000;Wed;4;26;177;26;Jun;6;Q2;2013;12;155.40
1225;17;Jansen;Helmond;RHMD;Gerda;Herman;401;Kaviaar;lux;2013-06-26 00:00:00.000;Wed;4;26;177;26;Jun;6;Q2;2013;23;494.50
1227;13;Heiden, van der;Helmond;RHMD;Gerda;Klaas;409;Vruchtenyoghurt Mango;zuv;2013-06-29 00:00:00.000;Sat;7;29;180;26;Jun;6;Q2;2013;23;373.75
1228;13;Heiden, van der;Helmond;RHMD;Gerda;Herman;402;Ganzenlever;lux;2013-07-04 00:00:00.000;Thu;5;4;185;27;Jul;7;Q3;2013;9;359.55
1229;14;Kraymans;Erp;GVGH;Karel;Gerda;403;Vruchtenyoghurt Aardbei;zuv;2013-07-06 00:00:00.000;Sat;7;6;187;27;Jul;7;Q3;2013;12;195.00
1229;14;Kraymans;Erp;GVGH;Karel;Gerda;407;Zwezerik;lux;2013-07-06 00:00:00.000;Sat;7;6;187;27;Jul;7;Q3;2013;5;64.75
1230;12;Rademakers;Eindhoven;REHV;Klaas;Bertha;404;Volle Yoghurt;zuv;2013-07-07 00:00:00.000;Sun;1;7;188;28;Jul;7;Q3;2013;8;92.00
1231;19;Zuur;Veghel;GVGH;Karel;Klaas;406;Sojamelk Naturel Biologisch;bio;2013-07-09 00:00:00.000;Tue;3;9;190;28;Jul;7;Q3;2013;15;123.75
1232;12;Rademakers;Eindhoven;REHV;Klaas;Klaas;411;Sojamelk Gezoet Biologisch;bio;2013-07-11 00:00:00.000;Thu;5;11;192;28;Jul;7;Q3;2013;23;458.85
1233;17;Jansen;Helmond;RHMD;Gerda;Klaas;402;Ganzenlever;lux;2013-07-11 00:00:00.000;Thu;5;11;192;28;Jul;7;Q3;2013;19;759.05
1233;17;Jansen;Helmond;RHMD;Gerda;Klaas;404;Volle Yoghurt;zuv;2013-07-11 00:00:00.000;Thu;5;11;192;28;Jul;7;Q3;2013;12;138.00
1233;17;Jansen;Helmond;RHMD;Gerda;Klaas;405;Magere Kwark;zuv;2013-07-11 00:00:00.000;Thu;5;11;192;28;Jul;7;Q3;2013;16;143.20
1234;19;Zuur;Veghel;GVGH;Karel;Karel;405;Magere Kwark;zuv;2013-07-13 00:00:00.000;Sat;7;13;194;28;Jul;7;Q3;2013;10;89.50
1236;15;Boer, de;Veghel;GVGH;Karel;Bertha;404;Volle Yoghurt;zuv;2013-07-13 00:00:00.000;Sat;7;13;194;28;Jul;7;Q3;2013;8;92.00
1235;11;Jansen;Eindhoven;REHV;Klaas;Klaas;401;Kaviaar;lux;2013-07-13 00:00:00.000;Sat;7;13;194;28;Jul;7;Q3;2013;22;473.00
1237;11;Jansen;Eindhoven;REHV;Klaas;Gerda;401;Kaviaar;lux;2013-07-16 00:00:00.000;Tue;3;16;197;29;Jul;7;Q3;2013;23;494.50
1238;18;Bocht;Laarbeek;RHMD;Gerda;Karel;409;Vruchtenyoghurt Mango;zuv;2013-07-18 00:00:00.000;Thu;5;18;199;29;Jul;7;Q3;2013;7;113.75
1239;17;Jansen;Helmond;RHMD;Gerda;Herman;410;Soja Vanillevla Biologisch;bio;2013-07-20 00:00:00.000;Sat;7;20;201;29;Jul;7;Q3;2013;17;382.50
1240;16;Velzenmaker;Eindhoven;REHV;Klaas;Gerda;403;Vruchtenyoghurt Aardbei;zuv;2013-07-24 00:00:00.000;Wed;4;24;205;30;Jul;7;Q3;2013;2;32.50
1241;16;Velzenmaker;Eindhoven;REHV;Klaas;Herman;408;Soja Chocolademelk Biologisch;bio;2013-07-25 00:00:00.000;Thu;5;25;206;30;Jul;7;Q3;2013;2;35.00
1242;15;Boer, de;Veghel;GVGH;Karel;Harrie;409;Vruchtenyoghurt Mango;zuv;2013-07-30 00:00:00.000;Tue;3;30;211;31;Jul;7;Q3;2013;9;146.25
1243;20;Bakermans;Waalre;REHV;Klaas;Bertha;401;Kaviaar;lux;2013-08-03 00:00:00.000;Sat;7;3;215;31;Aug;8;Q3;2013;21;451.50
1244;20;Bakermans;Waalre;REHV;Klaas;Klaas;410;Soja Vanillevla Biologisch;bio;2013-08-05 00:00:00.000;Mon;2;5;217;32;Aug;8;Q3;2013;23;517.50
1245;18;Bocht;Laarbeek;RHMD;Gerda;Harrie;402;Ganzenlever;lux;2013-08-07 00:00:00.000;Wed;4;7;219;32;Aug;8;Q3;2013;23;918.85
